source_sentence	target_sentence
Block online trackers and invasive ads	Daaƴ rewindotooɓe e Enternet e ɓaŋŋine ɓurtuɗe
Block pop-up windows	Falo kenorɗe cuppitte
Block pop-ups for %S	Falo cuppitte e %S
Block pop-ups for { $uriHost }	Falo cuppitte e { $uriHost }
Block third-party content, like ads or code, that can slow your browsing and track you around the web. Customize your settings for the best balance of protection and performance.	Faddo loowɗeele goɗɗe, ko wayi no jeeyle walla kod baawɗe leeltinde banngagol maa walla rewindaade ma e nder geese. Neɗɗin teelte maa ngam jerondiral moƴƴal hakkunde ndeenka e yuumteende.
Block trackers	Falo ndewindorɗe
Block websites from automatically playing media with sound	Haɗ lowe tarde mejaa baɗɗo daande ɗoon e ɗoon
Block websites from being visited. See documentation for more details on the format.	Faddo lowe geese jillaaɗe jooni. Ƴeew duttorɗe ngam ɓeydude humpito wonande formaa oo.
Block websites that include sensitive content.	Falo lowe gonnduɗe e loowdi ndi hoolnaaki.
Blocked	Daaƴaaɗo
Blocked	Faddaa
Blocked	Faddaama
Blocked	Ko daaƴaaɗo
Blocked %S ms	Faliima %S ms
Blocked Page	Hello Daaƴaango
Blocked Temporarily	Faddo e mudda
Blocked add-on	Ɓeydital falaama
Blocked by Android	Ko Android daaƴi ɗum
Blocked by Content Security Policy	Dawirgol Kisnal Loowdi daaƴii ɗum
Blocked by Parental Controls	Daaƴaaɗo Ndeenka Jinnaaɓe
Blocked by your security zone policy	Daaƴaaɗo sabu dawirgol kisal diiwaan
Blocked for your graphics card because of unresolved driver issues.	Ena daaƴaa ngam kartal jaytino maa sabu caɗe pilot ɗe ñawndaaka.
Blocked for your graphics driver version mismatch between registry and DLL.	Fakaama ngam pilot jaytino maa ena luurdi e diiñorde winndorde e DLL.
Blocked for your graphics driver version.	Ena daaƴaa ngam yamre pilot jaytino maa.
Blocked for your graphics driver version. Try updating your graphics driver to version %S or newer.	Ena daaƴaa ngam yamre pilot jaytino maa. Eto hesɗitde pilot jaytino maa to yamre %S walla ɓurnde hesɗitde.
Blocked for your graphics driver version. Try updating your graphics driver to version { $driverVersion } or newer.	Ena daaƴaa ngam yamre pilot jaytino maa. Eto hesɗitde pilot jaytino maa to yamre { $driverVersion } walla ɓurnde hesɗitde.
Blocked for your operating system version.	Ena daaƴaa ngam yamre pilot jaytino maa.
Blocked for your protection	Falaama ngam kisal maa
Blocked loading mixed active content “%1$S”	"Faliima loowdi caasndi njillundi loowotoondi e ""%1$S"""
Blocked loading mixed display content “%1$S”	"Faliima loowdi jaytinol jillungol loowotoondi e ""%1$S"""
Blocked:	Daaƴaaɗo:
Blocked: May contain a virus or spyware	Daaƴaama: ena waawi soomde mboros walla ñukkiñoŋko
Blocking insecure request ‘%1$S’.	Faddaade ɗaɓɓitere ‘%1$S’ nde hisnaaka.
Blocklisted due to known issues	Ɓeydaama e doggol falo ngam caɗe majjaaɗe
Blocklisted; failure code %1$S	Ɓeydaama e doggol falo: dokkol %1$S
Blocklisted; failure code { $failureCode }	Ɓeydaama e doggol falo: dokkol { $failureCode }
Blocks all detected trackers. Some websites or content may not load properly.	Ina daaƴa ñukkinde teskaaɗe. Ina waawi won e lowe geese e loowdi mbaasa loowtude no haanirta nii.
Blocks fewer trackers but allows pages to load normally	Ina daaƴa rewindotooɓe famarɓe kono ina yamira kelle yo loow no haanirta
Blocks known trackers. Some websites may not function properly.	Faloto dewindorɗe ganndaaɗe. Won e lowe maa mbaɗ caɗe yilleede.
Blocks third-party tracking cookies	Ina faloo kuukiije janane dewindotooɗe
Blog	Blog
Blue	Bulaajo
Body:	Ɓanndu
Bogus comment.	Yowre fenaande.
Bogus doctype.	Bogus doctype.
Bold	Ɓuutol
Bolivia	Boliviya
Bonaire, Sint Eustatius, and Saba	Bonayre, Sent Estatus, e Saba
Bookmark	Maanto ɗerewol
Bookmark	Maantorol
Bookmark All Tabs…	Maantoro Tabbe Fof…
Bookmark All Tabs…	Maantoto Tabbe Kala…
Bookmark Current Tab	Maantoro Tabbere Wonaande
Bookmark Link	Maantorol Jokkol
Bookmark Page;Bookmark Pages	Maanto ɗerewol Hello;Maanto ɗerewol Kelle
Bookmark Reader View items to read them offline.	Maantoro teme Jiytol Taro ngam tarde e ceŋtol.
Bookmark Removed	Maantorol Momtaama
Bookmark Selected Tabs…	Tabbe maantol cuɓaaɗe…
Bookmark Selected Tab…	Maante tabbe cuɓaaɗe…
Bookmark Tab	Tabbere maantol
Bookmark Tabs…	Maanto cegenon…
Bookmark This Frame	Maantoro Ngol Kaarewol
Bookmark This Link	Maantoro Ngol Jokkol
Bookmark This Page	Maantoro Ngoo Hello
Bookmark This Tab…	Maantoro Ndee Tabbere…
Bookmark added	Maantorol ɓeydaama
Bookmark created.	Maantorol sosaama.
Bookmark current tab	Maantoro tabbere wonaande
Bookmark manager	Toppitorde maantore
Bookmark menu	Dosol maantorol
Bookmark options	Cuɓe Maantore
Bookmark removed	Maantorol motaama
Bookmark removed	Maantorol omtaama
Bookmark saved!	Maantorol danndaama!
Bookmark this page (%S)	Maantoro ngoo hello (%S)
Bookmark this page ({ $shortcut })	Maantoro ngoo hello ({ $shortcut })
Bookmark updated	Maantorol hesɗitinaama
Bookmarked	Maantoraama
Bookmarking Tools	Kuutorɗe Maantorgol
Bookmarks	Maantore
Bookmarks	Maantore am
Bookmarks Menu	Dosol Maantore
Bookmarks Toolbar	Palal Maantore
Bookmarks Toolbar Folder	Runngere Palal Maantore
Bookmarks Toolbar Items	Maantorto Teme Palal Kuutorɗe
Bookmarks and history	Maantore e aslol
Bookmarks and tabs	Maantore e tabbe
Bookmarks backup filename	Innde fiilde dannditol
Bookmarks deleted	Maantore momtaama
Bookmarks saved!	Maantore ndanndaama!
Bookmarks you save show up here.	Maantore ndanndu-ɗaa njaltata ɗoo.
Boolean	Buleaare
Border	Ŋorol
Border radius is too large for ‘dashed’ style (the limit is 100000px). Rendering as solid.	Hakkungol ŋorol ina mawniri kettol ‘dashed’ (kaaɗtudi ndii ko 100000 px). Njaltudi ko tiiɗndi.
Border radius is too large for ‘dotted’ style (the limit is 100000px). Rendering as solid.	Hakkungol ŋorol ina mawniri kettol ‘dotted’ (kaaɗtudi ndii ko 100000 px). Njaltudi ko tiiɗndi.
Bosnia and Herzegovina	Bosnii Hersegowiin
Bosnian	Bisniire
Bosnian	Bosniire
Both	Ɗiɗi fof
Both (Speak and Listen)	Ɗiɗi fof (Haalde e heɗaade)
Both of these projects are part of our efforts to bridge the digital speech divide. Voice recognition technologies bring a human dimension to our devices, but developers need an enormous amount of voice data to build them. Currently, most of that data is expensive and proprietary. We want to make voice data freely and publicly available, and make sure the data represents the diversity of real people. Together we can make voice recognition better for everyone.	Ɗee-ɗoo eɓɓoje ɗiɗi kala njeyaa ko e darnde amen ngam sukkude yolnde peecol karalle haala. Karalle keftingol sawto ɓeydat e kaɓirɗi men fannu neɗɗaŋke, kono topayɓe ena cokli keɓe sawto moolanaaɗe keewal ngam mahde ɗe. E oo sahaa, ko heewi e ɗeen keɓe ena tiiɗi njaru etee ko jeyi keeriiɗo. Min njiɗi ko waɗde haa keɓe sawto heɓoo e wellitaare kam e peñcu, tawa amin ndaranii keɓe ɗee ena noddi limlimtam yimɓe e jaati. Eɗen fof mbaawi beydude moƴƴugol keftingol sawto.
Botswana	Botswanaa
Bottom	Les
Bottom:	Les:
Bouvet Island	Duunde Bouwee
Box Model	Model boyet
Box Model Properties	Keeriiɗe Model boyet
Branch	Catal
Brave	Brave
Brazil	Beresiil
Breached Websites	Ciygol keɓe lowe
Breached website	Loowe geese dañɗe ciigol keɓe
Breadcrumbs	Keltine mburu
Break when URL contains	Darto so URL ina waɗi
Breakpoint: %S	Toɓɓere dartorde: %S
Breakpoints	Breakpoints
Breton	Bereton
Breton	Breton
Brief Title	Tiitoonde Raɓɓere
Briefcase	Sakkoos
Briefly describe your changes:	Sifo bayle maa e ndaɓɓa:
Bring All to Front	Addu Fof Yeeso
Bring your Firefox bookmarks, tabs, or passwords wherever you go with Firefox Sync. Share between computers and mobile devices. Get Firefox now!	Addu maantore Firefox, tabbe, walla finndeeji kala ɗo njah-ɗaa huutoraade Firefox SYnc. Lollin hakkunde ordinateeruuji e kaɓirɗi cinnde. Heɓ Firefox jooni!
Bringing you the best new opportunities to help support the open Web.	Addande on fartaŋŋeeji kesi ɓurɗi yuɓɓude ngal wallude semmbinde geese udditiiɗe.
British Indian Ocean Territory	British Indian Ocean Territory
Broken Encryption (%1$S, %2$S bit keys, %3$S)	Gannangol kelngol (%1$S, kelon %2$S bite, %3$S)
Browse Languages	Weɗɗit Ɗemɗe
Browse Privately	Wanngo e suturo
Browse all Firefox Add-ons	Weɗɗit Ɓeyditte Firefox fof
Browse by yourself.	Wanngano hoore maa.
Browse by yourself. Private Browsing with Content Blocking blocks online trackers that follow you around the web.	Wanngano hoore maa. Banngagol sutura paddotoongol ina faddoo rewindo e ceŋol rewindiiɗi ma nder geese.
Browse faster	Wanngo ko ɓuri yaawde
Browse faster, privately	Wanngo ko ɓuri yaawde, tawi ko e suturo
Browse faster, smarter, or safer with extensions like Ghostery, which lets you block annoying ads.	Huutoro njokkon mbaakon no Ghostery ngam banngagol ɓurngol yaawde, ɓurngol ƴoƴde walla siirde, sibu ekon paddoo jeeyle kaljinooje.
Browse faster. For good.	Wanngoro no ɓuri yaawrude. Haa cay.
Browse for an image to upload.	Yiylo natal ngam yollude.
Browse for good	Wanngo haa cay
Browse freely with Firefox today.	Wanngo e wellitaare e Firefox hannde.
Browse freely with { -brand-name-firefox } today.	Wanngo e wellitaare e { -brand-name-firefox } hannde.
Browse freely.	Wanngoro wellitaare.
Browse independently with Firefox	Wanngo e Firefox ko aldaa e yowitaade
Browse privately	Wanngo e suturo
Browse smoothly and leave plenty of memory for your computer programs.	Wanngo teeyngol kadi daccu teskorde heewnde ngam topirɗe ordinateer maa.
Browse the Internet as it was meant to be… free, safe and accessible to all. Declare your online independence.	Wanngo e Enternet hono ɗum foti yahrude nih… yoɓetaake, ina hisi kadi neɗɗo fof ina waawi heɓde ɗum. Heɓ hoore maa e Enternet.
Browse uninterrupted with Firefox Sync	Wanngo ko alda e taƴre e Firefox Sync
Browse without a trace	Wanngo ko alaa ɓarakke
Browse without being followed	Wanngo tawo a rewindaaka
Browser	Wanngorde
Browser Console	Ginorde Wanngorde
Browser Content Toolbox	Bakanel Kuutorɗe Loowdi Wanngorde
Browser Privacy	Suturo Wanngorde
Browser Startup Error	Juumre Kurminal Wanngorde
Browser Toolbox	Bakanel Kuutorɗe Wanngorde
Browser Toolbox connection status:	Ngonka ceŋagol e boyet kuutorɗe wanngorde:
Browser for Amazon devices	Wanngorde ngam kaɓirɗe Amazon
Browser is under remote control	Feerorde wonnde yuurnito woɗɗungo
Browser is under remote control	Wanngorde woni ko e yuurnito woɗɗungo
Browser language	Ɗemngal wanngorde
Browser styles	Panni wanngorde
Browser tabs	Tabbe wanngorde
Browser:	Wanngorde:
Browsers	Banngorɗe
Browse…	Weɗɗit…
Browse…	Yiylo…
Browsing	Banngogol
Browsing	Nana feeroo
Browsing	Peeragol
Browsing & Download History	Aslol Peeragol & Aawtagol
Browsing &amp; Download History	Aslol Peeragol &amp; Aawtagol
Browsing History	Aslol Peeragol
Browsing History and Bookmarks	NanaFeeroo nder Aslol e Maantore
Browsing History and Bookmarks	Peeragol nder Aslol e Maantore
Browsing data deleted	Keɓe banngogol momtaama
Browsing history	Aslol banngogol
Browsing history	Aslol peeragol
Browsing history and site data	Aslol banngogol e keɓe lowre
Brunei	Burnaay
Bubbling	Ina futta paali
Bugzilla	Bugzilla
Build Configuration	Taf Teeltannde
Build ID	ID Mahngo
Build Profile	Mah heftinirde
Build a custom goal	Mah faandaare feŋtornde
Build identifier: 	Tonngoode mahngo: 
Build sites and refine your code with Firefox <strong>DevTools</strong>	Mah lowe kadi ƴellitaa kod maa e Firefox.
Build sites and refine your code with { -brand-name-firefox } <strong>{ -brand-name-devtools }</strong>	Mah lowe kadi ƴellitaa kod maa e { -brand-name-firefox } <strong>{ -brand-name-devtools }</strong>
Build, test, scale and more with the only browser built just for developers.	Mahto, ƴeewndo, ɓetto ekn huutoraade wanngorde wajjere waɗanaande topayɓe.
Built for people, not for profit	Enternet tafanaaɗo yimɓe, wonaa jayba
Built for the Web	Tafanaa ko Geese
Built for those who build the Web. The only browser made for developers like you.	Tafanaa ko tafoobe Geese. Wanngorde wootere tan tafanaande topotooɓe hono maa.
Built-in privacy tools for safer browsing	Kuutorɗe mahdaaɗe e suturo ngam banngagol kisngol
Builtin Roots Module	Wulde Ɗaɗi Naattinaande
Bulgaria	Bulgariya
Bulgarian	Bulgarian
Bulgarian	Bulgariire
Bulk data decryption algorithm failed in selected cipher suite.	Algoritm gangol keɓe ronkii antude gorol ngol.
Bulk data encryption algorithm failed in selected cipher suite.	Algoritm gangol keɓe ronkii ande gorol ngol.
Bullet	Korwal
Bulleted List	Doggol Korwangol
Bulleted list item	Temre doggol korwangol
Burkina Faso	Burkiana Faso
Burma	Burma
Burmese	Burmese
Burmese	Burmesre
Burundi	Burunndi
Buryat	Buryat
Business	Njulaŋkaagu
Buttons	Nebbi
Buy	Sood
By 	Waɗi ko 
By %S	Topii ko %S
By Date	Leemto Ñalngu
By Date and Site	Leemto Ñalngu e Lowre
By Last Visited	Leemto Jillaaɗo Sakket
By Most Visited	Leemto Ɓurɗo Yilleede
By Site	Leemto Lowre
"By blocking some ads and scripts that bog down browsing, <a href=""%(url)s"">pages load up to 44%% faster</a>. Now that’s a win-win."	"So falaade won e ɓaŋŋe a dokkore buggooje banngagol, <a href=""%(url)s"">loowagol kelle ɓeydiima yaawde 44%%</a>. Wadde ko ngañaari baŋ-yoo-baŋ."
"By continuing, you agree to Pocket’s <a href=""%1$S"" target=""_blank"">Terms of Service</a> and <a href=""%2$S"" target=""_blank"">Privacy Policy</a>"	"Ɓennude ɗoo firti ko e jaɓii <a href=""%1$S"" target=""_blank"">Sarɗiiji Carwe</a> e <a href=""%2$S"" target=""_blank"">Dawirgol Suturo</a> Pocket"
By editing your goal, you may lose your existing progress.	Taƴtaade faandaare maa ena gasa mbaasaa taaɓagol goodngol maa.
By localizing web page on the page itself, you no longer need to worry if the word you are translating is a verb or noun.	So nokkuɗinii hello geese ngoo e hoore mum, a juumataa mbele helmere pir-ɗaa ndee ko gollal walla innde.
By non-profit, Mozilla	Ko Mozilla mo yoɓetaake
By opting in to receive emails you state that you are okay with Mozilla handling this info as explained in Mozilla’s <privacyLink>Privacy Policy</privacyLink>.	Suɓaade heɓde iimeeliiji firti ko aɗa yahdi e kuutoragol Mozilla ngoo humpito hono no facciraa e <privacyLink>Dawirgol Duturo</privacyLink> Mozilla.
By opting in to receive emails you state that you are okay with Mozilla handling this info as explained in Mozilla’s <privacyLink>Privacy Policy<privacyLink>.	So suɓaade heɓde iimeeluuji, a jaɓii no Mozilla huutortoo ngoo humpito hono no facciraa e <privacyLink>Dawirgol Suturo<privacyLink> Mozilla.
By proceeding you agree to our <a %(terms)s>terms</a> and <a %(privacy)s>Privacy Policy</a>	Jokkude ɗii firti ko a jaɓii <a %(terms)s>sarɗiiji</a> e <a %(privacy)s>Dawirgol Suturo</a> amen
"By proceeding, you agree to the <a data-l10n-name=""terms"">Terms of Service</a> and <a data-l10n-name=""privacy"">Privacy Notice</a>."	"So a waɗii ɗum, firti ko a jaɓii <a data-l10n-name=""terms"">Laabi Carwol</a> e <a data-l10n-name=""privacy"">Tintinol Suturo</a>."
"By proceeding, you agree to the <a data-l10n-name=""terms"">Terms of Service</a> and <a data-l10n-name=""privacy"">Privacy Notice</a>."	"So a waɗii ɗum, firti ko a jaɓii <a data-l10n-name=""terms"">Laabi Carwol</a> e <a data-l10n-name=""privacy"">Tintinol Suturo</a>."
"By proceeding, you agree to the <a id=""fxa-tos"" href=""/legal/terms"">Terms of Service</a> and <a id=""fxa-pp"" href=""/legal/privacy"">Privacy Notice</a> of Firefox cloud services."	"Ɓennude ɗoo firti ko a jaɓii ɗooftaade <a id=""fxa-tos"" href=""/legal/terms"">Sarɗiiji Carwe</a> e <a id=""fxa-pp"" href=""/legal/privacy"">Tintinol Suturo</a> mo carwe ruulde Firefox."
"By proceeding, you agree to the <a id=""service-tos"" href=""%(termsUri)s"">Terms of Service</a> and<a id=""service-pp"" href=""%(privacyUri)s"">Privacy Notice</a> of %(serviceName)s (%(serviceUri)s)."	"Jokkude e ɗuum firti ko a jaɓii <a id=""service-tos"" href=""%(termsUri)s"">Sarɗiiji Carwol</a> e <a id=""service-pp"" href=""%(privacyUri)s"">Tintinol Suturo</a> %(serviceName)s (%(serviceUri)s)."
By providing some information about yourself, the audio data you submit to Common Voice will be more useful to Speech Recognition engines that use this data to improve their accuracy.	So a hokkii humpito seeɗa baɗte maa, keɓe ojoo naatnataa e Common Voice maa ɓur kadi nafde masiŋaaji  Keftinooji Haala kuutortooɗi ɗeen keɓe ngam ɓamtude ceeɓndam mum'en.
By someone you trust	Ummoraade e koolaaɗo
By using Common Voice, you agree to our <termsLink>Terms</termsLink> and <privacyLink>Privacy Notice</privacyLink>	Huutoraade Common Voice firti ko aɗa jaɓi ɗooftaade <termsLink>sarɗiiji</termsLink> e <privacyLink>Konngol Suturo</privacyLink> amen
By using Firefox Screenshots, you agree to our {termsAndPrivacyNoticeTermsLink} and {termsAndPrivacyNoticePrivacyLink}.	So a huutoriima natte Firefox, a jaɓii {termsAndPrivacyNoticeTermsLink} e {termsAndPrivacyNoticePrivacyLink} amen.
By using {{clientShortname}} you agree to the {{terms_of_use_url}} and {{privacy_notice_url}}.	Huutoraade {{clientShortname}} firti ko eɗa ɗooftii {{terms_of_use_url}} e {{privacy_notice_url}}
Bytes	Bite
Bytes Received	Bayte Keɓaaɗe
Bytes Sent	Bayte nuldaaɗe
Bytes received:	Jeetatiije keɓaaɗe:
Bytes sent:	Jeetatiije neldaama:
CA Compromise	CA Compromise
CA Issuers	CA Issuers
CANCEL	HAAYTU
CN	CN
CRL Distribution Points	CRL Distribution Points
CRL Signer	Ciifɗo CRL
CRL already exists.	CRL ina lutti woodde.
CSS	CSS
CSS Grid is not in use on this page	Tigilde CSS huutoraaka e ngoo hello
CSS Path	Laawol CSS
CSS Selector	Suɓorde CSS
CSS files	Piile CSS
CVC	Kod ƴeewtorɗo
CVV	CVV
Cabo Verde	Kabo Werde
Cache	Kaasol
Cache	Moggirde
Cache	Moggo
Cache Entries	Naatirɗe moggirde
Cache Operation	Gollal moggol
Cache Source:	Iwdi Kaasol:
